id,source_file,window_start,window_end,start_time,end_time,caption,question,answer,risk_level,driving_style,llm_model,generation_status
obd_000315,new_data/trips copy.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000316,new_data/trips copy.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000317,new_data/trips copy.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000318,new_data/trips copy.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000319,new_data/trips.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000320,new_data/trips.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000321,new_data/trips.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000322,new_data/trips.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000323,new_data/trips.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000324,new_data/trips.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000325,new_data/viegas_gasolina.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000326,new_data/viegas_gasolina.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000327,new_data/viegas_gasolina.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000328,new_data/viegas_gasolina.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000329,new_data/viegas_gasolina.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000330,new_data/viegas_gasolina.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
